Benchmark,Hardware Vendor	,System,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Auto Parallelization,Base Pointer Size,Peak Pointer Size,1st Level Cache,2nd Level Cache,3rd Level Cache,Other Cache,Memory,Operating System,File System,Compiler,HW Avail,SW Avail,Result,Baseline,400 Peak,400 Base,401 Peak,401 Base,403 Peak,403 Base,429 Peak,429 Base,445 Peak,445 Base,456 Peak,456 Base,458 Peak,458 Base,462 Peak,462 Base,464 Peak,464 Base,471 Peak,471 Base,473 Peak,473 Base,483 Peak,483 Base,License,Tested By,Test Sponsor,Test Date,Published,Updated ,Disclosure,Disclosures,Source,perf,# Enabled Threads Per Core,Parallel,Storage,Energy Peak Result,Energy Base Result,600 Peak,600 Base,602 Peak,602 Base,605 Peak,605 Base,620 Peak,620 Base,623 Peak,623 Base,625 Peak,625 Base,631 Peak,631 Base,641 Peak,641 Base,648 Peak,648 Base,657 Peak,657 Base,hw_avail_year,perf_per_chip
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2640 v4, 2.40 GHz)",20,2,10.0,1.0,Intel Xeon E5-2640 v4,2400,Intel Turbo Boost Technology up to 3.40 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,"256 GB (16 x 16 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,68.9,65.1,45.3,39.2,25.4,25.0,37.9,37.8,67.9,68.2,30.3,29.1,83.6,83.6,34.2,33.5,5385.0,5385.0,56.8,56.8,50.4,35.6,35.3,34.7,81.6,73.6,9008,ACTION S.A.,ACTION S.A.,Nov-2016,Dec-2016,Dec-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45676.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45676.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45676.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45676.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45676.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45676.cfg"">Config</A>",,cint2006,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,2016,34.45
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",24,2,12.0,1.0,Intel Xeon E5-2650 v4,2200,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,60.8,57.9,38.7,33.6,21.7,21.4,33.3,33.1,59.3,59.3,25.5,25.0,71.2,71.2,29.5,29.0,5668.0,5668.0,49.1,49.1,48.1,36.5,30.2,29.9,70.8,64.7,9008,ACTION S.A.,ACTION S.A.,Nov-2016,Dec-2016,Dec-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45682.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45682.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45682.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45682.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45682.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161125-45682.cfg"">Config</A>",,cint2006,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,2016,30.4
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2650 v4, 2.20 GHz)",24,2,12.0,1.0,Intel Xeon E5-2650 v4,2200,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 16.0.3.210 of Intel C++ Studio XE, for Linux",Mar-2016,Mar-2016,59.9,57.7,37.5,34.2,21.4,21.0,33.0,33.3,56.0,55.9,24.6,25.4,68.9,71.3,29.4,28.6,5937.0,5937.0,48.6,48.6,48.5,36.5,29.6,29.6,68.8,63.1,9008,ACTION S.A.,ACTION S.A.,Sep-2016,Nov-2016,Nov-2016,"<A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44641.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44641.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44641.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44641.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44641.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q4/cpu2006-20161018-44641.cfg"">Config</A>",,cint2006,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,2016,29.95
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2660 v3, 2.60 GHz)",20,2,10.0,1.0,Intel Xeon E5-2660 v3,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,61.5,58.5,41.5,38.2,23.5,23.1,33.6,33.1,54.8,54.6,27.5,27.9,63.8,65.5,31.7,31.1,5598.0,5598.0,53.2,53.2,43.0,29.2,32.0,32.0,70.6,63.6,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37795.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37795.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37795.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37795.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37795.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37795.cfg"">Config</A>",,cint2006,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,2014,30.75
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2670 v3, 2.30 GHz)",24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,59.8,57.1,39.3,36.0,22.4,22.0,33.4,32.9,53.8,53.4,25.9,26.3,59.9,61.7,30.2,29.6,5636.0,5636.0,49.4,49.4,48.6,34.0,30.6,30.6,68.4,62.2,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37792.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37792.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37792.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37792.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37792.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37792.cfg"">Config</A>",,cint2006,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,2014,29.9
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2680 v3, 2.50 GHz)",24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,63.1,60.2,41.6,38.2,23.6,23.2,34.7,34.5,55.5,55.2,27.5,28.0,63.7,65.6,31.9,31.3,5965.0,5965.0,53.0,53.0,50.6,35.2,32.4,32.5,72.1,64.7,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37787.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37787.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37787.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37787.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37787.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37787.cfg"">Config</A>",,cint2006,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,2014,31.55
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2683 v3, 2.00 GHz)",28,2,14.0,1.0,Intel Xeon E5-2683 v3,2000,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,57.2,54.8,37.7,34.3,21.1,20.5,30.3,30.7,48.9,48.5,24.8,25.2,57.8,59.6,29.2,28.6,5970.0,5970.0,46.8,46.8,47.1,34.9,28.8,28.7,65.4,58.2,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37685.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37685.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37685.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37685.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37685.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37685.cfg"">Config</A>",,cint2006,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,2014,28.6
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2697 v3, 2.60 GHz)",28,2,14.0,1.0,Intel Xeon E5-2697 v3,2600,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,35 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,67.2,64.1,45.0,40.9,25.0,24.3,35.3,35.6,55.0,54.7,29.7,30.1,69.3,71.4,34.5,33.8,6775.0,6775.0,55.8,55.8,54.7,39.5,34.5,34.1,76.5,67.1,9008,ACTION S.A.,ACTION S.A.,Nov-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38038.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38038.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38038.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38038.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38038.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151116-38038.cfg"">Config</A>",,cint2006,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,2014,33.6
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2698 v3, 2.30 GHz)",32,2,16.0,1.0,Intel Xeon E5-2698 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,40 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,68.2,65.5,45.0,40.9,25.0,24.3,36.0,36.2,55.3,54.6,29.7,30.0,69.3,71.2,34.7,33.9,7801.0,7801.0,54.0,54.0,56.7,44.3,34.2,34.1,78.0,68.4,9008,ACTION S.A.,ACTION S.A.,Nov-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38170.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38170.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38170.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38170.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38170.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151130-38170.cfg"">Config</A>",,cint2006,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,2014,34.1
CINT2006,ACTION S.A.,"ACTINA SOLAR 220 X6 (Intel Xeon E5-2699 v3, 2.30 GHz)",36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,45 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2133P-R),"Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,68.1,65.5,44.9,40.9,24.8,24.1,35.9,36.1,54.8,53.6,29.6,29.9,69.2,71.2,34.7,34.0,7812.0,7812.0,54.3,54.3,56.3,45.9,34.2,33.9,77.7,68.5,9008,ACTION S.A.,ACTION S.A.,Dec-2015,Dec-2015,Dec-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38335.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38335.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38335.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38335.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38335.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151214-38335.cfg"">Config</A>",,cint2006,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,2014,34.05
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2620 v4, 2.10 GHz)",16,2,8.0,1.0,Intel Xeon E5-2620 v4,2100,Intel Turbo Boost Technology up to 3.00 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,20 MB I+D on chip per chip,,"512 GB (16 x 32 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,60.4,57.2,40.3,34.9,22.8,22.5,33.9,33.9,63.0,63.3,26.9,25.6,74.1,74.1,30.3,29.7,4341.0,4341.0,50.7,50.7,40.2,28.6,31.4,31.0,71.8,66.5,9008,ACTION S.A.,ACTION S.A.,Feb-2017,Mar-2017,Mar-2017,"<A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46714.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46714.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46714.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46714.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46714.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46714.cfg"">Config</A>",,cint2006,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,2016,30.2
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2630 v4, 2.20 GHz)",20,2,10.0,1.0,Intel Xeon E5-2630 v4,2200,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,"512 GB (16 x 32 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,63.8,60.3,41.7,36.0,23.6,23.1,35.6,35.5,63.9,64.0,27.8,26.7,76.5,76.5,31.3,30.7,5038.0,5038.0,52.2,52.2,47.5,33.8,32.6,32.1,75.0,68.5,9008,ACTION S.A.,ACTION S.A.,Feb-2017,Mar-2017,Mar-2017,"<A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46715.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46715.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46715.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46715.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46715.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q1/cpu2006-20170303-46715.cfg"">Config</A>",,cint2006,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,2016,31.9
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2640 v4, 2.40 GHz)",20,2,10.0,1.0,Intel Xeon E5-2640 v4,2400,Intel Turbo Boost Technology up to 3.40 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,"512 GB (16 x 32 GB 2Rx4 PC4-2400T-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 17.0.0.098 of Intel C/C++, Compiler for Linux",Mar-2016,Mar-2016,69.0,65.0,45.4,39.4,25.6,25.2,38.0,37.7,67.9,67.5,30.4,29.2,83.8,83.8,34.1,33.5,5395.0,5395.0,56.9,56.9,50.3,35.0,35.4,34.8,81.4,73.9,9008,ACTION S.A.,ACTION S.A.,Mar-2017,Apr-2017,Apr-2017,"<A HREF=""/cpu2006/results/res2017q2/cpu2006-20170403-46861.html"">HTML</A> <A HREF=""/cpu2006/results/res2017q2/cpu2006-20170403-46861.csv"">CSV</A> <A HREF=""/cpu2006/results/res2017q2/cpu2006-20170403-46861.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2017q2/cpu2006-20170403-46861.ps"">PS</A> <A HREF=""/cpu2006/results/res2017q2/cpu2006-20170403-46861.txt"">Text</A> <A HREF=""/cpu2006/results/res2017q2/cpu2006-20170403-46861.cfg"">Config</A>",,cint2006,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016,34.5
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2650 v4, 2.20 GHz)",24,2,12.0,1.0,Intel Xeon E5-2650 v4,2200,Intel Turbo Boost Technology up to 2.90 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,256 GB (16 x 16 GB 2Rx4 PC4-2400T-R),"Red Hat Enterprise Linux Server release 7.2, (Maipo), 3.10.0-327.18.2.el7.x86_64",ext4,"C/C++: Version 16.0.3.210 of Intel C++ Studio XE, for Linux",Mar-2016,Mar-2016,60.1,57.9,37.7,34.3,21.5,21.1,33.4,33.4,56.8,56.4,24.7,25.5,69.3,71.2,29.5,28.6,5982.0,5982.0,48.8,48.8,48.5,36.4,29.6,29.7,69.1,63.4,9008,ACTION S.A.,ACTION S.A.,Jul-2016,Aug-2016,Aug-2016,"<A HREF=""/cpu2006/results/res2016q3/cpu2006-20160725-42998.html"">HTML</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160725-42998.csv"">CSV</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160725-42998.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160725-42998.ps"">PS</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160725-42998.txt"">Text</A> <A HREF=""/cpu2006/results/res2016q3/cpu2006-20160725-42998.cfg"">Config</A>",,cint2006,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,2016,30.05
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2660 v3, 2.60 GHz)",20,2,10.0,1.0,Intel Xeon E5-2660 v3,2600,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,25 MB I+D on chip per chip,,"256 GB (16 x 16 GB 2Rx4 PC4-2400P-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,61.8,58.9,41.7,38.2,23.6,23.2,33.9,33.6,55.3,55.6,27.5,28.0,64.0,65.8,31.9,31.3,5607.0,5607.0,53.3,53.3,43.7,29.8,32.3,32.2,71.1,64.3,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37784.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37784.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37784.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37784.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37784.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37784.cfg"">Config</A>",,cint2006,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,2014,30.9
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2670 v3, 2.30 GHz)",24,2,12.0,1.0,Intel Xeon E5-2670 v3,2300,Intel Turbo Boost Technology up to 3.10 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,"256 GB (16 x 16 GB 2Rx4 PC4-2400P-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,60.0,57.4,39.2,36.2,22.5,22.0,33.7,33.4,54.1,54.2,25.9,26.4,60.1,61.9,30.4,29.8,5643.0,5643.0,49.6,49.6,49.0,34.2,30.6,30.7,68.4,62.3,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37779.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37779.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37779.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37779.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37779.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151102-37779.cfg"">Config</A>",,cint2006,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,2014,30.0
CINT2006,ACTION S.A.,"ACTINA SOLAR 222 S6 (Intel Xeon E5-2680 v3, 2.50 GHz)",24,2,12.0,1.0,Intel Xeon E5-2680 v3,2500,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",Yes,32/64-bit,32/64-bit,32 KB I + 32 KB D on chip per core,256 KB I+D on chip per core,30 MB I+D on chip per chip,,"256 GB (16 x 16 GB 2Rx4 PC4-2400P-R, running at 2133 MHz)","Red Hat Enterprise Linux Server release 7.1, (Maipo), 3.10.0-229.11.1.el7.x86_64",ext4,"C/C++: Version 16.0.0.047 of Intel C++ Studio XE, for Linux",Sep-2014,Aug-2015,64.1,61.4,41.8,38.5,23.7,23.3,35.7,35.5,57.7,57.8,27.6,28.0,64.0,65.8,32.4,31.8,6294.0,6294.0,53.1,53.1,51.5,37.0,32.4,32.5,73.3,66.3,9008,ACTION S.A.,ACTION S.A.,Oct-2015,Nov-2015,Nov-2015,"<A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37689.html"">HTML</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37689.csv"">CSV</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37689.pdf"">PDF</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37689.ps"">PS</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37689.txt"">Text</A> <A HREF=""/cpu2006/results/res2015q4/cpu2006-20151019-37689.cfg"">Config</A>",,cint2006,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,2014,32.05
