id;name;number;URL;socket;Product Collection;Code Name;Vertical Segment;Processor Number;Lithography;Use Conditions;Total Cores;Total Threads;Max Turbo Frequency;Turbo Boost Max Technology 3.0 Frequency;Turbo Boost Technology 2.0 Frequency;Processor Base Frequency;Cache;Bus Speed;TDP;Configurable TDP-down Base Frequency;Configurable TDP-down;Thermal Velocity Boost Frequency;Configurable TDP-up Base Frequency;Configurable TDP-up;Deep Learning Boost ( DL Boost) on CPU;# of QPI Links;Scenario Design Power (SDP);# of Performance-cores;# of Efficient-cores;# of Low Power Efficient-cores;Performance-core Max Turbo Frequency;Efficient-core Max Turbo Frequency;Low Power Efficient-core Max Turbo Frequency;Performance-core Base Frequency;Efficient-core Base Frequency;Low Power Efficient-core Base Frequency;Processor Base Power;Maximum Turbo Power;Minimum Assured Power;AI Software Frameworks Supported by CPU;Marketing Status;Launch Date;Embedded Options Available;Use Conditions;Datasheet;Servicing Status;End of Servicing Updates Date;Description;Included Items;Expected Discontinuance;Product Brief;Additional Information;Functional Safety (FuSa) Documentation Available;Product Tuning (Embedded Uses);Max Memory Size (dependent on memory type);Memory Types;Max # of Memory Channels;Max Memory Bandwidth;ECC Memory Supported;Physical Address Extensions;Maximum Memory Speed;GPU Name;Graphics Base Frequency;Graphics Max Dynamic Frequency;Graphics Video Max Memory;Execution Units;4K Support;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);DirectX* Support;OpenGL* Support;OpenCL* Support;Quick Sync Video;InTru 3D Technology;Clear Video HD Technology;Clear Video Technology;# of Displays Supported;Device ID;Graphics Output;Multi-Format Codec Engines;Flexible Display Interface ( FDI);Max Resolution (VGA);Macrovision* License Required;Xe-cores;Ray Tracing;H.264 Hardware Encode/Decode;H.265 (HEVC) Hardware Encode/Decode;AV1 Encode/Decode;VP9 Bitstream & Decoding;Deep Learning Boost ( DL Boost) on GPU;AI Software Frameworks Supported by GPU;Scalability;PCI Express Revision;PCI Express Configurations;Max # of PCI Express Lanes;Thunderbolt 4;Microprocessor PCIe Revision;Chipset / PCH PCIe Revision;PCI Support;Sockets Supported;Max CPU Configuration;Thermal Solution Specification;TJUNCTION;Package Size;Thermal Velocity Boost Temperature;TCASE;Processing Die Size;# of Processing Die Transistors;Max Operating Temperature;Minimum Operating Temperature;Gaussian & Neural Accelerator;Deep Learning Boost ( DL Boost) on CPU;Optane Memory Supported;Thermal Velocity Boost;Turbo Boost Max Technology 3.0;Turbo Boost Technology;Hyper-Threading Technology;64;Instruction Set;Instruction Set Extensions;Idle States;Enhanced SpeedStep Technology;Thermal Monitoring Technologies;Identity Protection Technology;Image Processing Unit;Smart Sound Technology;Wake on Voice;High Definition Audio;Adaptix Technology;Speed Shift Technology;Flex Memory Access;Volume Management Device (VMD);MIPI SoundWire*;Demand Based Switching;Smart Response Technology;Transactional Synchronization Extensions;Fast Memory Access;My WiFi Technology;4G WiMAX Wireless Technology;Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);ME Firmware Version;HD Audio Technology;Matrix Storage Technology;Rapid Storage Technology;Smart Connect Technology;Time Coordinated Computing ( TCC);# of AVX-512 FMA Units;Thread Director;vPro Eligibility;AES New Instructions;Secure Key;Software Guard Extensions ( SGX);OS Guard;Trusted Execution Technology;Execute Disable Bit;Boot Guard;Stable IT Platform Program (SIPP);Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);Control-Flow Enforcement Technology;Mode-based Execute Control (MBEC);Total Memory Encryption;Memory Protection Extensions ( MPX);Anti-Theft Technology;Threat Detection Technology (TDT);Active Management Technology (AMT);Standard Manageability (ISM);Remote Platform Erase (RPE);One-Click Recovery;Hardware Shield Eligibility;Total Memory Encryption - Multi Key;Virtualization Technology with Redirect Protection (VT-rp);Physical Core Count;Processor Base Frequency;Cache;Bus Speed;FSB Parity;TDP;VID Voltage Range;Scenario Design Power (SDP);# of USB Ports;USB Revision;Total # of SATA Ports;Integrated LAN;Integrated IDE;General Purpose IO;UART;Max # of SATA 6.0 Gb/s Ports;NPU Name;Max Frequency;Sparsity Support;Windows Studio Effects Support;AI Software Frameworks Supported by NPU
E5-2670;Xeon Processor E5-2670;number;https://ark.intel.com/content/www/us/en/ark/products/64595/intel-xeon-processor-e5-2670-20m-cache-2-60-ghz-8-00-gt-s-intel-qpi.html;FCLGA2011;Xeon Processor E5 Family;Products formerly Sandy Bridge EP;Server;;32;;8;16;3300000000;;3300000000.0;2600000000;20 MB Smart Cache;8 GT/s;115;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2012-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;2015-04-01;;;;;412316860416;DDR3 800/1066/1333/1600;4;54975581388;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;;40;;;;;;2;;;['52.5mm', '45.0mm'];;80;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;;;;;;;;;;;;;;;;vPro Platform;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-8867V4;Xeon Processor E7-8867 v4;number;https://ark.intel.com/content/www/us/en/ark/products/93804/intel-xeon-processor-e7-8867-v4-45m-cache-2-40-ghz.html;FCLGA2011;Xeon Processor E7 v4 Family;Products formerly Broadwell;Server;;14;;18;36;3300000000;;3300000000.0;2400000000;47185920;9.6;165;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2016-04-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;3298534883328;DDR4-1333/1600/1866 DDR3-1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['45mm', '52.5mm'];;80;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4114T;Xeon Silver 4114T Processor;number;https://ark.intel.com/content/www/us/en/ark/products/126153/intel-xeon-silver-4114t-processor-13-75m-cache-2-20-ghz.html;FCLGA3647;Xeon Scalable Processors;Products formerly Skylake;Server;;14;;10;20;3000000000;;;2200000000;13.75 MB L3 Cache;;85;;;;;;;;;;;;;;;;;;;;;;Launched;2017-07-01;True;Communications;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;824633720832;DDR4-2400;6;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;92;;;;;;;False;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6150;Xeon Gold 6150 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/120490/intel-xeon-gold-6150-processor-24-75m-cache-2-70-ghz.html;FCLGA3647;Xeon Scalable Processors;Products formerly Skylake;Server;;14;;18;36;3700000000;;;2700000000;24.75 MB L3 Cache;;165;;;;;;;;;;;;;;;;;;;;;;Discontinued;2017-07-01;False;;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;824633720832;DDR4-2666;6;;True;;2666000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;89;;;;;;;False;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3-1275V2;Xeon Processor E3-1275 v2;number;https://ark.intel.com/content/www/us/en/ark/products/65726/intel-xeon-processor-e3-1275-v2-8m-cache-3-50-ghz.html;FCLGA1155;Xeon Processor E3 v2 Family;Products formerly Ivy Bridge;Server;;22;;4;8;3900000000;;3900000000.0;3500000000;8 MB Smart Cache;5 GT/s;77;;;;;;;;;;;;;;;;;;;;;;Discontinued;2012-04-01;True;PC/Client/Tablet;;End of Servicing Lifetime;Tuesday, December 31, 2019;;;;;;;;35186519572;DDR3 1333/1600;2;27487790694;True;;;;650000000;1250000000;;;;;;;;;;True;True;True;;3;;;;True;;;;;;;;;;;;3;1x16 & 1x4, 2x8 & 1x4 or 1x8 & 3x4;;;;;;;1;;;['37.5mm', '37.5mm'];;;;;;;;;;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX'];True;True;True;True;;;;;;;True;;;True;;False;True;;;;;;;;;;;;;;vPro Platform;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6438M;Xeon Gold 6438M Processor;number;https://ark.intel.com/content/www/us/en/ark/products/232398/intel-xeon-gold-6438m-processor-60m-cache-2-20-ghz.html;FCLGA4677;4th Generation Xeon Scalable Processors;Products formerly Sapphire Rapids;Server;;7;;32;64;3900000000;;;2200000000;62914560;;205;;;;;;;;;;;;;;;;;;;;;;Launched;2023-01-01;False;Server/Enterprise;;Baseline Servicing;;;;;;;;;4398046511104;Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC;8;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;5;;80;;;;;;;;;['77.5mm', '56.5mm'];;85;;;;;;True;;;;2;True;True;;['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;True;True;True;True;;True;True;True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6208U;Xeon Gold 6208U Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199348/intel-xeon-gold-6208u-processor-22m-cache-2-90-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;16;32;3900000000;;;2900000000;23068672;;150;;;;;;;;;;;;;;;;;;;;;;Launched;2020-01-01;True;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;85;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X3320;Xeon Processor X3320;number;https://ark.intel.com/content/www/us/en/ark/products/33931/intel-xeon-processor-x3320-6m-cache-2-50-ghz-1333-mhz-fsb.html;LGA775;Legacy Xeon Processors;Products formerly Yorkfield;Server;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2008-01-01;False;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.4;164 mm2;456 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;2500000000;6 MB L2 Cache;1333000000;False;95;0.8500V-1.3625V;;;;;;;;;;;;;;
E5205;Xeon Processor E5205;number;https://ark.intel.com/content/www/us/en/ark/products/33093/intel-xeon-processor-e5205-6m-cache-1-86-ghz-1066-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Wolfdale;Server;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-10-01;False;;;End of Servicing Lifetime;;;;2010-10-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;66;107 mm2;410 million;;;;;;;;False;False;True;64-bit;;True;True;;;;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;2;1860000000;6 MB L2 Cache;1066000000;False;65;0.950V-1.212V;;;;;;;;;;;;;;
E5-2699AV4;Xeon Processor E5-2699A v4;number;https://ark.intel.com/content/www/us/en/ark/products/96899/intel-xeon-processor-e5-2699a-v4-55m-cache-2-40-ghz.html;FCLGA2011;Xeon Processor E5 v4 Family;Products formerly Broadwell;Server;;14;;22;44;3600000000;;3600000000.0;2400000000;57671680;9.6;145;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2016-04-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;1649267441664;DDR4 1600/1866/2133/2400;4;82463372083;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['45mm', '52.5mm'];;;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;False;;;;;;;False;;;True;;True;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E-2414;Xeon E-2414 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/236193/intel-xeon-e-2414-processor-12m-cache-2-60-ghz.html;FCLGA1700;Xeon E Processor;Products formerly Raptor Lake;Server;;7;;4;4;4500000000;;4500000000.0;2600000000;12582912;16 GT/s;55;;;;;;;;;4;;;;;;;;;;;;;Launched;2023-10-01;False;Server/Enterprise;;Baseline Servicing;;;;;;;;;137438953472;DDR5-4800;2;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;5;Up to 1x16+1x4, 2x8+1x4;20;;Gen 5;;;;1;;100 °C;;;;;;;;;;;;False;2;False;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;True;;True;True;True;;True;True;;;;;;;;;True;True;;;;;;;;;;;;;;;;;;;;;
E5507;Xeon Processor E5507;number;https://ark.intel.com/content/www/us/en/ark/products/37100/intel-xeon-processor-e5507-4m-cache-2-26-ghz-4-80-gt-s-intel-qpi.html;FCLGA1366;Legacy Xeon Processors;Products formerly Nehalem EP;Server;;45;;4;4;;;;2260000000;4 MB Smart Cache;4.8;80;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2010-01-01;False;;;End of Servicing Lifetime;;;;;;;;;154618822656;DDR3 800;3;20615843020;True;40-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;;;;;;;;;;False;False;True;64-bit;;True;True;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;False;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2430;Xeon Processor E5-2430;number;https://ark.intel.com/content/www/us/en/ark/products/64616/intel-xeon-processor-e5-2430-15m-cache-2-20-ghz-7-20-gt-s-intel-qpi.html;FCLGA1356;Xeon Processor E5 Family;Products formerly Sandy Bridge EN;Server;;32;;6;12;2700000000;;;2200000000;15 MB Smart Cache;7.2;95;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2012-04-01;True;Server/Enterprise;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;412316860416;DDR3 800/1066/1333;3;34359738368;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;;24;;;;;;2;;;['45mm', '42.5mm'];;;;;;;;;;;;1;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8470N;Xeon Platinum 8470N Processor;number;https://ark.intel.com/content/www/us/en/ark/products/231748/intel-xeon-platinum-8470n-processor-97-5m-cache-1-70-ghz.html;FCLGA4677;4th Generation Xeon Scalable Processors;Products formerly Sapphire Rapids;Server;;7;;52;104;3600000000;;;1700000000;102236160.0;;300;;;;;;;;;;;;;;;;;;;;;;Launched;2023-01-01;True;Server/Enterprise;;Baseline Servicing;;;;;;;;;4398046511104;Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC;8;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;5;;80;;;;;;;;;['77.5mm', '56.5mm'];;76;;;;;;True;;;;2;True;True;;['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;2;;;True;;Yes with SPS;True;True;True;True;;True;True;True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5260;Xeon Processor X5260;number;https://ark.intel.com/content/www/us/en/ark/products/33907/intel-xeon-processor-x5260-6m-cache-3-33-ghz-1333-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Wolfdale;Server;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-10-01;False;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;66;107 mm2;410 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;2;3330000000;6 MB L2 Cache;1333000000;False;80;0.8500V-1.3500V;;;;;;;;;;;;;;
E7-8893V4;Xeon Processor E7-8893 v4;number;https://ark.intel.com/content/www/us/en/ark/products/93791/intel-xeon-processor-e7-8893-v4-60m-cache-3-20-ghz.html;FCLGA2011;Xeon Processor E7 v4 Family;Products formerly Broadwell;Server;;14;;4;8;3500000000;;3500000000.0;3200000000;62914560;9.6;140;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2016-04-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;3298534883328;DDR4-1333/1600/1866 DDR3-1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['45mm', '52.5mm'];;77;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5140;Xeon Processor 5140;number;https://ark.intel.com/content/www/us/en/ark/products/27217/intel-xeon-processor-5140-4m-cache-2-33-ghz-1333-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Woodcrest;Server;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2006-04-01;True;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;65;143 mm2;291 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;False;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;2;2330000000;4 MB L2 Cache;1333000000;True;65;B2=1.0V-1.5V, G0=.85V-1.5V;0;;;;;;;;;;;;;
6240R;Xeon Gold 6240R Processor;number;https://ark.intel.com/content/www/us/en/ark/products/199343/intel-xeon-gold-6240r-processor-35-75m-cache-2-40-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;24;48;4000000000;;;2400000000;37486592.0;;165;;;;;;;;;;;;;;;;;;;;;;Launched;2020-01-01;False;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;90;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E6540;Xeon Processor E6540;number;https://ark.intel.com/content/www/us/en/ark/products/46489/intel-xeon-processor-e6540-18m-cache-2-00-ghz-6-40-gt-s-intel-qpi.html;FCLGA1567;Legacy Xeon Processors;Products formerly Nehalem EX;Server;;45;;6;12;2270000000;;;2000000000;18 MB L3 Cache;6.4;105;;;;;;;;;;;;;;;;;;;;;;Discontinued;2010-01-01;False;;;End of Servicing Lifetime;;;;2012-10-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5667;Xeon Processor X5667;number;https://ark.intel.com/content/www/us/en/ark/products/47919/intel-xeon-processor-x5667-12m-cache-3-06-ghz-6-40-gt-s-intel-qpi.html;FCLGA1366,LGA1366;Legacy Xeon Processors;Products formerly Westmere EP;Server;;32;;4;8;3460000000;;;3060000000;12 MB Smart Cache;6.4;95;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2010-01-01;False;;;End of Servicing Lifetime;;;;;;;;;309237645312;DDR3 800/1066/1333;3;34359738368;True;40-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;['42.5mm X 45mm'];;82.9;;;;;;;;;;1;True;True;64-bit;['SSE4.2'];True;True;False;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W-2175;Xeon W-2175 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/130046/intel-xeon-w-2175-processor-19-25m-cache-2-50-ghz.html;FCLGA2066;Xeon W Processor;Products formerly Skylake;Server;;14;;14;28;4300000000;;;2500000000;19922944;8 GT/s;140;;;;;;;0;;;;;;;;;;;;;;;Discontinued;2017-07-01;False;;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;549755813888;DDR4 1600/1866/2133/2400/2666;4;91590177587;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;x4, x8, x16;48;;;;;;1;;;['45mm', '52.5mm'];;;;;;;;;False;;False;2;True;True;64-bit;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];True;True;True;True;;;;;;True;False;True;;True;;True;;;;;;;;;;;;;2;;vPro Platform;True;True;False;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8270;Xeon Platinum 8270 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/192482/intel-xeon-platinum-8270-processor-35-75m-cache-2-70-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;26;52;4000000000;;;2700000000;37486592.0;;205;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2933;6;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;84;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;2;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L5410;Xeon Processor L5410;number;https://ark.intel.com/content/www/us/en/ark/products/33090/intel-xeon-processor-l5410-12m-cache-2-33-ghz-1333-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Harpertown;Server;;45;Server/Enterprise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2008-01-01;True;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;57;214 mm2;820 million;;;;;;;;False;False;True;64-bit;;True;True;;;;;;;;;;;;True;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;2330000000;12 MB L2 Cache;1333000000;True;50;0.850V-1.3500V;;;;;;;;;;;;;;
D-2752NTE;Xeon D-2752NTE Processor;number;https://ark.intel.com/content/www/us/en/ark/products/226247/intel-xeon-d-2752nte-processor-20m-cache-up-to-3-00-ghz.html;FCBGA2579;Xeon D Processor;Products formerly Ice Lake;Server;;10;;12;24;3000000000;;;1900000000;20971520;;84;;;;;;True;;;12;;;;;;;;;;;;;Launched;2022-01-01;False;Automotive, Base Transceiver Station, Communications Commercial Temp, Communications Extended Temp, Embedded Broad Market Commercial Temp, Embedded Broad Market Extended Temp, Industrial Commercial Temp, Industrial Extended Temp, Server/Enterprise;;;;;;;;;;;1099511627776;DDR4;4;;True;;2667000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;32;;Gen 4;Gen 3;;;;;;['52.5 mm', '45 mm'];;;;;;;;;False;;;2;True;True;64-bit;['AVX-512'];;True;True;;;;;;;;;True;;;;;;;;;;;;;;;;;1;;;True;;Yes with SPS;;True;True;True;;True;True;;;;True;;;;;;;;;;;;;;;;;;;4;3;;True;;;;24;;;;;
E3-1286LV3;Xeon Processor E3-1286L v3;number;https://ark.intel.com/content/www/us/en/ark/products/80914/intel-xeon-processor-e3-1286l-v3-8m-cache-3-20-ghz.html;FCLGA1150;Xeon Processor E3 v3 Family;Products formerly Haswell;Server;;22;;4;8;4000000000;;4000000000;3200000000;8 MB Smart Cache;5 GT/s;65;;;;;;;0;;;;;;;;;;;;;;;Discontinued;2014-04-01;False;;;End of Servicing Lifetime;Wednesday, June 30, 2021;;;;;;;;34359738368;DDR3 and DDR3L 1333/1600 at 1.5V;2;27487790694;True;;;;350000000;1250000000;1825361100;20;;3840x2160@60Hz;3840x2160@60Hz;;11.2;4.3;;True;True;True;;3;;eDP/DP/HDMI/VGA;;True;2880x1800@60Hz;;;;;;;;;;1S Only;3;1x16, 2x8, 1x8/2x4;16;;;;;;1;PCG 2013C;;['37.5mm', '37.5mm'];;;;;;;;;;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;True;;;;;;;True;;;;;True;True;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;True;True;True;True;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-8880V2;Xeon Processor E7-8880 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75257/intel-xeon-processor-e7-8880-v2-37-5m-cache-2-50-ghz.html;FCLGA2011;Xeon Processor E7 v2 Family;Products formerly Ivy Bridge;Server;;22;;15;30;3100000000;;3100000000.0;2500000000;39321600.0;8 GT/s;130;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;1649267441664;DDR3 1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['52mm', '45mm'];;73;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
