id;name;number;URL;socket;Product Collection;Code Name;Vertical Segment;Processor Number;Lithography;Use Conditions;Total Cores;Total Threads;Max Turbo Frequency;Turbo Boost Max Technology 3.0 Frequency;Turbo Boost Technology 2.0 Frequency;Processor Base Frequency;Cache;Bus Speed;TDP;Configurable TDP-down Base Frequency;Configurable TDP-down;Thermal Velocity Boost Frequency;Configurable TDP-up Base Frequency;Configurable TDP-up;Deep Learning Boost ( DL Boost) on CPU;# of QPI Links;Scenario Design Power (SDP);# of Performance-cores;# of Efficient-cores;# of Low Power Efficient-cores;Performance-core Max Turbo Frequency;Efficient-core Max Turbo Frequency;Low Power Efficient-core Max Turbo Frequency;Performance-core Base Frequency;Efficient-core Base Frequency;Low Power Efficient-core Base Frequency;Processor Base Power;Maximum Turbo Power;Minimum Assured Power;AI Software Frameworks Supported by CPU;Marketing Status;Launch Date;Embedded Options Available;Use Conditions;Datasheet;Servicing Status;End of Servicing Updates Date;Description;Included Items;Expected Discontinuance;Product Brief;Additional Information;Functional Safety (FuSa) Documentation Available;Product Tuning (Embedded Uses);Max Memory Size (dependent on memory type);Memory Types;Max # of Memory Channels;Max Memory Bandwidth;ECC Memory Supported;Physical Address Extensions;Maximum Memory Speed;GPU Name;Graphics Base Frequency;Graphics Max Dynamic Frequency;Graphics Video Max Memory;Execution Units;4K Support;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);DirectX* Support;OpenGL* Support;OpenCL* Support;Quick Sync Video;InTru 3D Technology;Clear Video HD Technology;Clear Video Technology;# of Displays Supported;Device ID;Graphics Output;Multi-Format Codec Engines;Flexible Display Interface ( FDI);Max Resolution (VGA);Macrovision* License Required;Xe-cores;Ray Tracing;H.264 Hardware Encode/Decode;H.265 (HEVC) Hardware Encode/Decode;AV1 Encode/Decode;VP9 Bitstream & Decoding;Deep Learning Boost ( DL Boost) on GPU;AI Software Frameworks Supported by GPU;Scalability;PCI Express Revision;PCI Express Configurations;Max # of PCI Express Lanes;Thunderbolt 4;Microprocessor PCIe Revision;Chipset / PCH PCIe Revision;PCI Support;Sockets Supported;Max CPU Configuration;Thermal Solution Specification;TJUNCTION;Package Size;Thermal Velocity Boost Temperature;TCASE;Processing Die Size;# of Processing Die Transistors;Max Operating Temperature;Minimum Operating Temperature;Gaussian & Neural Accelerator;Deep Learning Boost ( DL Boost) on CPU;Optane Memory Supported;Thermal Velocity Boost;Turbo Boost Max Technology 3.0;Turbo Boost Technology;Hyper-Threading Technology;64;Instruction Set;Instruction Set Extensions;Idle States;Enhanced SpeedStep Technology;Thermal Monitoring Technologies;Identity Protection Technology;Image Processing Unit;Smart Sound Technology;Wake on Voice;High Definition Audio;Adaptix Technology;Speed Shift Technology;Flex Memory Access;Volume Management Device (VMD);MIPI SoundWire*;Demand Based Switching;Smart Response Technology;Transactional Synchronization Extensions;Fast Memory Access;My WiFi Technology;4G WiMAX Wireless Technology;Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);ME Firmware Version;HD Audio Technology;Matrix Storage Technology;Rapid Storage Technology;Smart Connect Technology;Time Coordinated Computing ( TCC);# of AVX-512 FMA Units;Thread Director;vPro Eligibility;AES New Instructions;Secure Key;Software Guard Extensions ( SGX);OS Guard;Trusted Execution Technology;Execute Disable Bit;Boot Guard;Stable IT Platform Program (SIPP);Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);Control-Flow Enforcement Technology;Mode-based Execute Control (MBEC);Total Memory Encryption;Memory Protection Extensions ( MPX);Anti-Theft Technology;Threat Detection Technology (TDT);Active Management Technology (AMT);Standard Manageability (ISM);Remote Platform Erase (RPE);One-Click Recovery;Hardware Shield Eligibility;Total Memory Encryption - Multi Key;Virtualization Technology with Redirect Protection (VT-rp);Physical Core Count;Processor Base Frequency;Cache;Bus Speed;FSB Parity;TDP;VID Voltage Range;Scenario Design Power (SDP);# of USB Ports;USB Revision;Total # of SATA Ports;Integrated LAN;Integrated IDE;General Purpose IO;UART;Max # of SATA 6.0 Gb/s Ports;NPU Name;Max Frequency;Sparsity Support;Windows Studio Effects Support;AI Software Frameworks Supported by NPU
E7-4807;Xeon Processor E7-4807;number;https://ark.intel.com/content/www/us/en/ark/products/53569/intel-xeon-processor-e7-4807-18m-cache-1-86-ghz-4-80-gt-s-intel-qpi.html;FCLGA1567,LGA1567;Xeon Processor E7 Family;Products formerly Westmere EX;Server;;32;;6;12;;;;1860000000;18 MB Smart Cache;4.8;95;;;;;;;;;;;;;;;;;;;;;;Discontinued;2011-04-01;False;;;End of Servicing Lifetime;;;;2015-07-01;;;;;2199023255552;DDR3 800/978/1066/1333 (Max Speed 800 MHz);4;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;;;;;;;;;4;;;['49.17mm', '56.47mm'];;70;;;;;;;;;;False;True;True;64-bit;['SSE4.1', 'SSE4.2'];;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2690V4;Xeon Processor E5-2690 v4;number;https://ark.intel.com/content/www/us/en/ark/products/91770/intel-xeon-processor-e5-2690-v4-35m-cache-2-60-ghz.html;FCLGA2011;Xeon Processor E5 v4 Family;Products formerly Broadwell;Server;;14;;14;28;3500000000;;3500000000.0;2600000000;35 MB Smart Cache;9.6;135;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2016-01-01;False;;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;1649267441664;DDR4 1600/1866/2133/2400;4;82463372083;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['45mm', '52.5mm'];;89;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;False;;;;;;;False;;;True;;True;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-4809V2;Xeon Processor E7-4809 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75245/intel-xeon-processor-e7-4809-v2-12m-cache-1-90-ghz.html;FCLGA2011;Xeon Processor E7 v2 Family;Products formerly Ivy Bridge;Server;;22;;6;12;;;;1900000000;12582912;6.4;105;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;1649267441664;DDR3 1066/1333;4;73014444032;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;3;x4, x8, x16;32;;;;;;4;;;['52mm', '45mm'];;68;;;;;;;;;;False;True;True;64-bit;['AVX'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-8890V2;Xeon Processor E7-8890 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75258/intel-xeon-processor-e7-8890-v2-37-5m-cache-2-80-ghz.html;FCLGA2011;Xeon Processor E7 v2 Family;Products formerly Ivy Bridge;Server;;22;;15;30;3400000000;;3400000000.0;2800000000;39321600.0;8 GT/s;155;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;1649267441664;DDR3 1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['52mm', '45mm'];;77;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2680V4;Xeon Processor E5-2680 v4;number;https://ark.intel.com/content/www/us/en/ark/products/91754/intel-xeon-processor-e5-2680-v4-35m-cache-2-40-ghz.html;FCLGA2011;Xeon Processor E5 v4 Family;Products formerly Broadwell;Server;;14;;14;28;3300000000;;3300000000.0;2400000000;35 MB Smart Cache;9.6;120;;;;;;;2;;;;;;;;;;;;;;;Launched;2016-01-01;True;Server/Enterprise;;End of Servicing Updates;Thursday, June 30, 2022;;;;;;;;1649267441664;DDR4 1600/1866/2133/2400;4;82463372083;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['45mm', '52.5mm'];;86;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;False;;;;;;;False;;;True;;True;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-4627V2;Xeon Processor E5-4627 v2;number;https://ark.intel.com/content/www/us/en/ark/products/75287/intel-xeon-processor-e5-4627-v2-16m-cache-3-30-ghz.html;FCLGA2011;Xeon Processor E5 v2 Family;Products formerly Ivy Bridge EP;Server;;22;;8;8;3600000000;;3600000000.0;3300000000;16 MB Smart Cache;7.2;130;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;824633720832;DDR3 800/1066/1333/1600/1866;4;64102386892;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S Only;3;x4, x8, x16;40;;;;;;4;;;['52.5 mm', '45 mm'];;88;;;;;;;;;;2;False;True;64-bit;['AVX'];True;True;True;;;;;;;;;;;True;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D-1736;Xeon D-1736 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/226111/intel-xeon-d-1736-processor-15m-cache-up-to-3-40-ghz.html;FCBGA2227;Xeon D Processor;Products formerly Ice Lake;Server;;10;;8;16;3400000000;;;2300000000;15728640;;55;;;;;;True;;;8;;;;;;;;;;;;;Launched;2022-01-01;False;Automotive, Base Transceiver Station, Communications Commercial Temp, Embedded Broad Market Commercial Temp, Industrial Commercial Temp, Server/Enterprise;;;;;;;;;;;274877906944;DDR4;;;True;;2933000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;4;;16;;Gen 4;Gen 3;;;;;;['45mm', '45mm'];;;;;;;;;False;;;2;True;True;64-bit;['AVX-512'];;True;True;;;;;;;;;True;;;;;;;;;;;;;;;;;1;;;True;;Yes with SPS;;True;True;True;;True;True;;;;True;;;;;;;;;;;;;;;;;;;4;3;;False;;;;24;;;;;
4214Y;Xeon Silver 4214Y Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193553/intel-xeon-silver-4214y-processor-16-5m-cache-2-20-ghz.html;FCLGA3647;2nd Gen Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;12;24;3200000000;;;2200000000;17301504.0;;85;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2400;6;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;77;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7310;Xeon Processor E7310;number;https://ark.intel.com/content/www/us/en/ark/products/30792/intel-xeon-processor-e7310-4m-cache-1-60-ghz-1066-mhz-fsb.html;PGA604,PPGA604;Legacy Xeon Processors;Products formerly Tigerton;Server;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-07-01;False;;;End of Servicing Lifetime;;;;2011-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['53.3mm', '53.3mm'];;66;286 mm2;582 million;;;;;;;;False;False;True;64-bit;;True;True;;;;;;;;;;;;True;;;;;;True;;;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;1600000000;4 MB L2 Cache;1066000000;True;80;1.0V-1.5V;;;;;;;;;;;;;;
E7-4850;Xeon Processor E7-4850;number;https://ark.intel.com/content/www/us/en/ark/products/53574/intel-xeon-processor-e7-4850-24m-cache-2-00-ghz-6-40-gt-s-intel-qpi.html;LGA1567;Xeon Processor E7 Family;Products formerly Westmere EX;Server;;32;;10;20;2400000000;;;2000000000;24 MB Smart Cache;6.4;130;;;;;;;;;;;;;;;;;;;;;;Discontinued;2011-04-01;False;;;End of Servicing Lifetime;;;;2015-07-01;;;;;2199023255552;DDR3 800/978/1066/1333 (Max Speed 1066 MHz);4;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;;;;;;;;;4;;;['49.17mm', '56.47mm'];;69;;;;;;;;;;1;True;True;64-bit;['SSE4.1', 'SSE4.2'];;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-4627V3;Xeon Processor E5-4627 v3;number;https://ark.intel.com/content/www/us/en/ark/products/85759/intel-xeon-processor-e5-4627-v3-25m-cache-2-60-ghz.html;FCLGA2011;Xeon Processor E5 v3 Family;Products formerly Haswell;Server;;22;;10;10;3200000000;;3200000000.0;2600000000;26214400;8 GT/s;135;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2015-04-01;False;;;End of Servicing Updates;Friday, December 31, 2021;64BIT MPU 8064401544203 2.6G 25MB FCLGA>;;;;;;;824633720832;DDR4;4;73014444032;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;x4, x8, x16;40;;;;;;4;;;['52.5mm', '45mm'];;86.4;;;;;;;;;;2;False;True;64-bit;['AVX2'];True;True;True;;;;;;;;False;;;;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E-2288G;Xeon E-2288G Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193743/intel-xeon-e-2288g-processor-16m-cache-3-70-ghz.html;FCLGA1151;Xeon E Processor;Products formerly Coffee Lake;Server;;14;;8;16;5000000000;;5000000000;3700000000;16 MB Smart Cache;8 GT/s;95;;;;;;;;;;;;;;;;;;;;;;Discontinued;2019-04-01;False;;;Baseline Servicing;;Support for up to 128GB system memory may require a BIOS update. Please contact your hardware provider regarding availability for your system.;;;;;;;137438953472;DDR4-2666;2;;True;;;UHD Graphics P630;350000000;1200000000;137438953472;;Yes, at 60Hz;4096x2160@24Hz;4096x2304@60Hz;4096x2304@60Hz;12;4.5;;True;True;True;True;3;0x3E9A;;;;N/A;;;;;;;;;;1S Only;3;1x16,2x8,1x8+2x4;16;;;;;;1;;100;['37.5 mm', '37.5 mm'];;67.3;;;;;;;True;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;vPro Platform;True;True;Yes with both SPS and ME;True;True;True;True;;True;True;True;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5365;Xeon Processor X5365;number;https://ark.intel.com/content/www/us/en/ark/products/30702/intel-xeon-processor-x5365-8m-cache-3-00-ghz-1333-mhz-fsb.html;PLGA771;Legacy Xeon Processors;Products formerly Clovertown;Server;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2007-07-01;False;;;End of Servicing Lifetime;;;;2009-01-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;63;286 mm2;582 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;True;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;4;3000000000;8 MB L2 Cache;1333000000;False;150;1.0000V-1.5000V;;;;;;;;;;;;;;
E7-8880V3;Xeon Processor E7-8880 v3;number;https://ark.intel.com/content/www/us/en/ark/products/84683/intel-xeon-processor-e7-8880-v3-45m-cache-2-30-ghz.html;FCLGA2011;Xeon Processor E7 v3 Family;Products formerly Haswell;Server;;22;;18;36;3100000000;;3100000000.0;2300000000;45 MB Last Level Cache;9.6;150;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2015-04-01;False;;;End of Servicing Updates;Friday, December 31, 2021;;;;;;;;1649267441664;DDR4-1333/1600/1866, DDR3-1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['52mm', '45mm'];;77;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5670;Xeon Processor X5670;number;https://ark.intel.com/content/www/us/en/ark/products/47920/intel-xeon-processor-x5670-12m-cache-2-93-ghz-6-40-gt-s-intel-qpi.html;FCLGA1366,LGA1366;Legacy Xeon Processors;Products formerly Westmere EP;Server;;32;;6;12;3330000000;;;2930000000;12 MB Smart Cache;6.4;95;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2010-01-01;False;;;End of Servicing Lifetime;;;;;;;;;309237645312;DDR3 800/1066/1333;3;34359738368;True;40-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;['42.5mm X 45mm'];;81.3;;;;;;;;;;1;True;True;64-bit;['SSE4.2'];True;True;False;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E7-4809V3;Xeon Processor E7-4809 v3;number;https://ark.intel.com/content/www/us/en/ark/products/84676/intel-xeon-processor-e7-4809-v3-20m-cache-2-00-ghz.html;FCLGA2011;Xeon Processor E7 v3 Family;Products formerly Haswell;Server;;22;;8;16;;;;2000000000;20 MB Last Level Cache;6.4;115;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2015-04-01;False;;;End of Servicing Updates;Friday, December 31, 2021;;;;;;;;1649267441664;DDR4-1333/1600/1866, DDR3-1066/1333;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S4S;3;x4, x8, x16;32;;;;;;4;;;['52mm', '45mm'];;70;;;;;;;;;;False;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5128;Xeon Processor LV 5128;number;https://ark.intel.com/content/www/us/en/ark/products/30562/intel-xeon-processor-lv-5128-4m-cache-1-86-ghz-1066-mhz-fsb.html;LGA771;Legacy Xeon Processors;Products formerly Woodcrest;Server;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued;2006-04-01;True;;;End of Servicing Lifetime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;['37.5mm', '37.5mm'];;58;143 mm2;291 million;;;;;;;;False;False;True;64-bit;;True;True;True;;;;;;;;;;;False;;;;;;True;;False;;;;;;;;;;;;;;False;True;;;;;;;;;;;;;;;;;;;2;1860000000;4 MB L2 Cache;1066000000;True;40;B2=1.0V-1.5V, G0=.85V-1.5V;;;;;;;;;;;;;;
E7-8890V3;Xeon Processor E7-8890 v3;number;https://ark.intel.com/content/www/us/en/ark/products/84685/intel-xeon-processor-e7-8890-v3-45m-cache-2-50-ghz.html;FCLGA2011;Xeon Processor E7 v3 Family;Products formerly Haswell;Server;;22;;18;36;3300000000;;3300000000.0;2500000000;45 MB Last Level Cache;9.6;165;;;;;;;3;;;;;;;;;;;;;;;Discontinued;2015-04-01;False;;;End of Servicing Updates;Friday, December 31, 2021;;;;;;;;1649267441664;DDR4-1333/1600/1866, DDR3-1066/1333/1600;4;91268055040;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8S;3;x4, x8, x16;32;;;;;;8;;;['52mm', '45mm'];;79;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2470;Xeon Processor E5-2470;number;https://ark.intel.com/content/www/us/en/ark/products/64623/intel-xeon-processor-e5-2470-20m-cache-2-30-ghz-8-00-gt-s-intel-qpi.html;FCLGA1356;Xeon Processor E5 Family;Products formerly Sandy Bridge EN;Server;;32;;8;16;3100000000;;3100000000.0;2300000000;20 MB Smart Cache;8 GT/s;95;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2012-04-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;2015-04-01;;;;;412316860416;DDR3 800/1066/1333/1600;3;41231686041;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;;24;;;;;;2;;;['45mm', '42.5 mm'];;78;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;;;;;;;;;;;;;;;;;True;;;;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2450LV2;Xeon Processor E5-2450L v2;number;https://ark.intel.com/content/www/us/en/ark/products/75265/intel-xeon-processor-e5-2450l-v2-25m-cache-1-70-ghz.html;FCLGA1356;Xeon Processor E5 v2 Family;Products formerly Ivy Bridge EN;Server;;22;;10;20;2100000000;;2100000000.0;1700000000;25 MB Smart Cache;7.2;60;;;;;;;1;;;;;;;;;;;;;;;Discontinued;2014-01-01;False;;;End of Servicing Lifetime;Tuesday, June 30, 2020;;;;;;;;412316860416;DDR3 800/1066/1333/1600;3;41231686041;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S Only;3;x4, x8, x16;24;;;;;;2;;;['45mm', '42.5mm'];;68;;;;;;;;;;2;True;True;64-bit;['AVX'];True;True;True;False;;;;;;;False;;;True;;False;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4116;Xeon Silver 4116 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/120481/intel-xeon-silver-4116-processor-16-5m-cache-2-10-ghz.html;FCLGA3647;Xeon Scalable Processors;Products formerly Skylake;Server;;14;;12;24;3000000000;;;2100000000;16.5 MB L3 Cache;;85;;;;;;;;;;;;;;;;;;;;;;Launched;2017-07-01;True;Server/Enterprise;;ESU Notification Issued;Sunday, December 31, 2023;;;;;;;;824633720832;DDR4-2400;6;;True;;2400000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;76;;;;;;;False;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5217;Xeon Gold 5217 Processor;number;https://ark.intel.com/content/www/us/en/ark/products/193396/intel-xeon-gold-5217-processor-11m-cache-3-00-ghz.html;FCLGA3647;2nd Generation Xeon Scalable Processors;Products formerly Cascade Lake;Server;;14;;8;16;3700000000;;;3000000000;11534336;;115;;;;;;;;;;;;;;;;;;;;;;Launched;2019-04-01;False;;;Baseline Servicing;;;;;;;;;1099511627776;DDR4-2667;6;;True;;2667000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4S;3;;48;;;;;;;;;['76.0mm', '56.5mm'];;79;;;;;;True;;;False;2;True;True;;['SSE4.2', 'AVX', 'AVX2', 'AVX-512'];;True;;;;;;;;True;;True;;;;True;;;;;;;;;;;;;1;;vPro Platform;True;;;;True;True;;;True;True;True;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E5-2683V3;Xeon Processor E5-2683 v3;number;https://ark.intel.com/content/www/us/en/ark/products/81055/intel-xeon-processor-e5-2683-v3-35m-cache-2-00-ghz.html;FCLGA2011;Xeon Processor E5 v3 Family;Products formerly Haswell;Server;;22;;14;28;3000000000;;3000000000;2000000000;35 MB Smart Cache;9.6;120;;;;;;;2;;;;;;;;;;;;;;;Discontinued;2014-07-01;False;;;End of Servicing Updates;Friday, December 31, 2021;;;;;;;;824633720832;DDR4 1600/1866/2133;4;73014444032;True;46-bit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2S;3;x4, x8, x16;40;;;;;;2;;;['52.5mm', '51mm'];;82.5;;;;;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;False;;;;;;;False;;;True;;False;;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3-1281V3;Xeon Processor E3-1281 v3;number;https://ark.intel.com/content/www/us/en/ark/products/80907/intel-xeon-processor-e3-1281-v3-8m-cache-3-70-ghz.html;FCLGA1150;Xeon Processor E3 v3 Family;Products formerly Haswell;Server;;22;;4;8;4099999999;;4099999999.9999995;3700000000;8 MB Smart Cache;5 GT/s;82;;;;;;;0;;;;;;;;;;;;;;;Discontinued;2014-04-01;False;;;End of Servicing Lifetime;Wednesday, June 30, 2021;;;;;;;;34359738368;DDR3 and DDR3L 1333/1600 at 1.5V;2;27487790694;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;3;1x16, 2x8, 1x8/2x4;16;;;;;;1;PCG 2013D;;['37.5mm', '37.5mm'];;;;;;;;;;;;2;True;True;64-bit;['SSE4.1', 'SSE4.2', 'AVX2'];True;True;True;True;;;;;;;True;;;;;True;True;;;;;;;;;;;;;;vPro Platform;True;True;;True;True;True;;True;True;True;True;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D-1539;Xeon Processor D-1539;number;https://ark.intel.com/content/www/us/en/ark/products/91200/intel-xeon-processor-d-1539-12m-cache-1-60-ghz.html;FCBGA1667;Xeon D Processor;Products formerly Broadwell;Server;;14;;8;16;2200000000;;2200000000.0;1600000000;12582912;;35;;;;;;;;;;;;;;;;;;;;;;Launched;2016-04-01;True;Industrial Commercial Temp, Industrial Extended Temp;;End of Servicing Updates;Saturday, December 31, 2022;;;;;;;;137438953472;DDR4, DDR3;2;;True;;2133000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1S Only;2.0/3.0;x4 x8 x16;32;;;;;;1;;;['37.5mm', '37.5mm'];;;;;85 °C;-40 °C;;;;;;2;True;True;64-bit;['AVX2'];True;True;True;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;True;True;;True;True;True;;;True;True;True;;;;;;;;;;;;;;;;;;;;;;8;2.0/3.0;6;True;;True;True;;;;;;
