,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Result,Baseline,perf,hw_avail_year,perf_per_chip
8088,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.3,63.0,66.3,2014,33.15
1012,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",66.3,64.1,66.3,2014,33.15
3377,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.4,62.8,66.4,2015,33.2
38,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",68.3,65.8,68.3,2014,34.15
7128,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",65.7,64.0,65.7,2014,32.85
8554,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",66.1,63.4,66.1,2014,33.05
3086,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.4,62.8,66.4,2015,33.2
5098,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.2,64.0,66.2,2014,33.1
2051,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",65.7,61.9,65.7,2014,32.85
7071,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",66.0,64.0,66.0,2015,33.0
7882,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",66.5,65.0,66.5,2015,33.25
2571,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.2,63.9,66.2,2014,33.1
3063,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.0,63.9,66.0,2014,33.0
26,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",68.1,65.5,68.1,2014,34.05
2807,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.1,63.9,66.1,2014,33.05
4215,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.6,64.7,66.6,2015,33.3
3648,36,2,18.0,2.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",64.3,61.0,64.3,2014,32.15
4462,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",66.3,64.0,66.3,2014,33.15
4463,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.5,58.8,62.5,2014,31.25
4994,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.2,58.8,62.2,2014,31.1
7861,36,2,18.0,1.0,Intel Xeon E5-2699 v3,2300,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",66.5,65.0,66.5,2015,33.25
2614,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.3,71.5,73.3,2016,36.65
12178,44,2,,,Intel Xeon E5-2699 v4,2200,,"1,2 chips",6.43,5.8,57.87,2016,28.935
7928,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.5,72.1,74.5,2016,37.25
3565,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",70.7,69.1,70.7,2016,35.35
8552,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.4,71.0,73.4,2016,36.7
8618,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.2,70.8,73.2,2016,36.6
5329,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.4,71.6,73.4,2016,36.7
5100,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",75.2,72.8,75.2,2016,37.6
2830,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.9,71.1,72.9,2016,36.45
2591,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.4,71.6,73.4,2016,36.7
8558,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.5,71.6,73.5,2016,36.75
5276,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.4,71.6,73.4,2016,36.7
5158,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.4,71.6,73.4,2016,36.7
8511,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.0,70.6,73.0,2016,36.5
8539,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.0,70.6,73.0,2016,36.5
3566,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",70.1,68.1,70.1,2016,35.05
5218,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.4,71.6,73.4,2016,36.7
7905,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.5,72.1,74.5,2016,37.25
7613,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.4,72.0,74.4,2016,37.2
5099,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",75.5,73.2,75.5,2016,37.75
3789,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.8,71.0,72.8,2016,36.4
8604,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.1,71.0,73.1,2016,36.55
1915,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.3,71.3,73.3,2016,36.65
3650,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",70.1,68.1,70.1,2016,35.05
1116,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.3,72.5,74.3,2016,37.15
6967,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.4,72.9,74.4,2016,37.2
4582,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.5,71.6,73.5,2016,36.75
3727,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",72.9,71.2,72.9,2016,36.45
7088,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.3,72.7,74.3,2016,37.15
3105,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.0,71.2,73.0,2016,36.5
3704,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.7,70.4,72.7,2016,36.35
2053,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.2,70.3,72.2,2016,36.1
3687,22,1,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.4,70.5,72.4,2016,72.4
4464,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",75.0,72.6,75.0,2016,37.5
3084,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.9,71.2,72.9,2016,36.45
2052,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.9,71.7,73.9,2016,36.95
3040,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.9,71.2,72.9,2016,36.45
3673,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.1,70.8,73.1,2016,36.55
2431,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",72.9,70.5,72.9,2016,36.45
4688,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",75.0,72.6,75.0,2016,37.5
2068,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.9,71.7,73.9,2016,36.95
7147,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.7,72.9,74.7,2016,37.35
6942,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.2,72.6,74.2,2016,37.1
3779,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",73.1,71.0,73.1,2016,36.55
3802,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.1,71.1,73.1,2016,36.55
3778,22,1,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",72.8,70.8,72.8,2016,72.8
3777,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",77.0,72.9,77.0,2016,38.5
3611,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",70.7,69.1,70.7,2016,35.35
3827,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.9,71.4,73.9,2016,36.95
861,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.4,72.4,74.4,2016,37.2
3612,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",70.1,68.1,70.1,2016,35.05
2430,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",72.4,69.1,72.4,2016,36.2
7324,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",73.9,72.3,73.9,2016,36.95
8631,22,1,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,1 chip,73.1,71.3,73.1,2016,73.1
7278,44,2,22.0,1.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.0,72.1,74.0,2016,37.0
3649,44,2,22.0,2.0,Intel Xeon E5-2699 v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",70.7,69.1,70.7,2016,35.35
5159,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",74.9,72.2,74.9,2016,37.45
7153,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.5,73.4,75.5,2016,37.75
5277,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",74.8,72.2,74.8,2016,37.4
1013,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.7,72.5,74.7,2016,37.35
5101,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",75.5,72.8,75.5,2016,37.75
7283,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.1,72.7,75.1,2016,37.55
7095,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.3,73.2,75.3,2016,37.65
3731,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.0,72.3,75.0,2016,37.5
5219,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",74.8,72.2,74.8,2016,37.4
5330,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",74.8,72.2,74.8,2016,37.4
862,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.1,72.9,75.1,2016,37.55
12670,44,2,,,Intel Xeon E5-2699A v4,2400,,"1,2 chips",8.67,8.32,78.03,2016,39.015
6949,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.2,73.1,75.2,2016,37.6
6972,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.4,73.2,75.4,2016,37.7
7329,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.0,72.9,75.0,2016,37.5
1916,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",73.9,71.6,73.9,2016,36.95
4465,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",75.5,72.8,75.5,2016,37.75
1117,44,2,22.0,1.0,Intel Xeon E5-2699A v4,2400,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.9,72.6,74.9,2016,37.45
6968,44,2,22.0,1.0,Intel Xeon E5-2699R v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.1,73.0,75.1,2017,37.55
7325,44,2,22.0,1.0,Intel Xeon E5-2699R v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.2,71.8,74.2,2017,37.1
7279,44,2,22.0,1.0,Intel Xeon E5-2699R v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.7,72.5,74.7,2017,37.35
7148,44,2,22.0,1.0,Intel Xeon E5-2699R v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.2,73.2,75.2,2017,37.6
7089,44,2,22.0,1.0,Intel Xeon E5-2699R v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",75.1,73.1,75.1,2017,37.55
6943,44,2,22.0,1.0,Intel Xeon E5-2699R v4,2200,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",74.8,72.4,74.8,2017,37.4
619,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",54.3,50.5,54.3,2012,13.575
145,32,4,8.0,2.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chips",52.4,48.9,52.4,2012,13.1
4742,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",53.9,49.7,53.9,2012,13.475
2104,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",54.3,50.5,54.3,2012,13.575
4381,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",44.6,42.0,44.6,2014,11.15
3613,32,4,8.0,2.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2, 4 chips",52.7,49.1,52.7,2012,13.175
5584,32,4,8.0,2.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"1,2,3,4 chips",52.6,48.6,52.6,2012,13.15
3942,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",46.9,42.9,46.9,2012,11.725
3941,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2, 4  chip",54.6,50.5,54.6,2012,13.65
1630,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chip",54.3,50.3,54.3,2012,13.575
6286,32,4,8.0,2.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"1,2,3,4 chips",53.9,49.9,53.9,2012,13.475
5116,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chips",54.4,50.3,54.4,2012,13.6
3652,32,4,8.0,2.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2, 4 chips",52.7,49.1,52.7,2012,13.175
3211,32,4,8.0,1.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"2,4 chips",54.1,50.3,54.1,2012,13.525
1164,32,4,8.0,2.0,Intel Xeon E5-4650,2700,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",54.0,49.8,54.0,2012,13.5
4130,40,4,10.0,1.0,Intel Xeon E5-4650 v2,2400,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chip",51.1,47.6,51.1,2014,12.775
2103,40,4,10.0,1.0,Intel Xeon E5-4650 v2,2400,Intel Turbo Boost Technology up to 2.90 GHz,4 chip,50.2,46.7,50.2,2014,12.55
2102,40,4,10.0,1.0,Intel Xeon E5-4650 v2,2400,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chip",50.8,47.3,50.8,2014,12.7
4741,40,4,10.0,1.0,Intel Xeon E5-4650 v2,2400,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chip",51.5,47.9,51.5,2014,12.875
4380,40,4,10.0,1.0,Intel Xeon E5-4650 v2,2400,Intel Turbo Boost Technology up to 2.90 GHz,"2,4 chip",43.5,40.3,43.5,2014,10.875
3949,48,4,12.0,1.0,Intel Xeon E5-4650 v3,2100,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chips",52.8,51.0,52.8,2015,13.2
8357,48,4,12.0,1.0,Intel Xeon E5-4650 v3,2100,Intel Turbo Boost Technology up to 2.80 GHz,"1,2,4 chips",52.4,51.0,52.4,2015,13.1
921,48,4,12.0,1.0,Intel Xeon E5-4650 v3,2100,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chip",52.7,51.1,52.7,2015,13.175
1403,48,4,12.0,2.0,Intel Xeon E5-4650 v3,2100,Intel Turbo Boost Technology up to 2.80 GHz,4 chip,51.7,50.0,51.7,2015,12.925
4137,48,4,12.0,1.0,Intel Xeon E5-4650 v3,2100,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chip",52.6,50.6,52.6,2015,13.15
1404,56,4,14.0,2.0,Intel Xeon E5-4650 v4,2200,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chip",58.8,56.3,58.8,2016,14.7
3742,56,4,14.0,1.0,Intel Xeon E5-4650 v4,2200,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chip",61.0,58.5,61.0,2016,15.25
1638,56,4,14.0,2.0,Intel Xeon E5-4650 v4,2200,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chip",58.5,56.3,58.5,2016,14.625
2112,56,4,14.0,2.0,Intel Xeon E5-4650 v4,2200,Intel Turbo Boost Technology up to 2.80 GHz,"2,4 chip",58.8,56.8,58.8,2016,14.7
6287,32,4,8.0,2.0,Intel Xeon E5-4650L,2600,Intel Turbo Boost Technology up to 3.10 GHz,"1,2,3,4 chips",50.9,47.6,50.9,2012,12.725
1631,32,4,8.0,2.0,Intel Xeon E5-4650L,2600,Intel Turbo Boost Technology up to 3.10 GHz,"2,4 chip",50.2,46.8,50.2,2012,12.55
620,32,4,8.0,2.0,Intel Xeon E5-4650L,2600,Intel Turbo Boost Technology up to 3.10 GHz,"2,4 chip",49.1,45.7,49.1,2012,12.275
5585,32,4,8.0,2.0,Intel Xeon E5-4650L,2600,Intel Turbo Boost Technology up to 3.10 GHz,"1,2,3,4 chips",50.0,46.5,50.0,2012,12.5
2105,32,4,8.0,2.0,Intel Xeon E5-4650L,2600,Intel Turbo Boost Technology up to 3.10 GHz,"2,4 chip",49.1,45.7,49.1,2012,12.275
3212,32,4,8.0,1.0,Intel Xeon E5-4650L,2600,Intel Turbo Boost Technology up to 3.10 GHz,"2,4 chips",50.1,46.5,50.1,2012,12.525
364,1,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 8MB L2, 1066MHz bus",1 to 2 chips,11.5,11.1,11.5,2007,11.5
8841,8,2,4.0,1.0,Intel Xeon E5320,1867,"Quad Core, 1.86 GHz","1,2 chips",16.2,14.1,16.2,2007,8.1
5361,8,2,4.0,1.0,Intel Xeon E5320,1866,1066MHz system bus,"1,2 chips",13.6,12.3,13.6,2007,6.8
380,1,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 8MB L2, 1066MHz bus",1 to 2 chips,11.6,11.2,11.6,2007,11.6
434,8,2,4.0,1.0,Intel Xeon E5320,1866,"1.86 GHz, 8 MB L2, 1066 MHz system bus",1 to 2 chips,14.0,12.7,14.0,2007,7.0
3931,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2007,11.9
6131,8,2,4.0,1.0,Intel Xeon E5320,1866,1066MHz system bus,"1,2 chips",16.0,13.8,16.0,2007,8.0
435,1,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 8 MB L2, 1066 MHz bus",1 to 2 chips,11.9,11.4,11.9,2007,11.9
537,1,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 8 MB L2, 1066 MHz bus",1 to 2 chips,11.9,11.4,11.9,2007,11.9
5965,8,2,4.0,1.0,Intel Xeon E5320,1866,1066MHz system bus,"1,2 chips",16.1,13.8,16.1,2007,8.05
3868,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2007,11.9
5377,8,2,4.0,1.0,Intel Xeon E5320,1866,1066MHz system bus,"1,2 chips",13.6,12.3,13.6,2007,6.8
536,8,2,4.0,1.0,Intel Xeon E5320,1866,"1.86 GHz, 8 MB L2, 1066 MHz system bus",1 to 2 chips,14.0,12.7,14.0,2007,7.0
3861,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2007,11.9
3860,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2007,11.9
3997,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",12.0,11.4,12.0,2007,12.0
751,8,2,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 8 MB L2, 1066 MHz system bus",1 to 2 chips,14.0,12.7,14.0,2007,7.0
4205,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2006,11.9
700,1,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 8MB L2, 1066MHz bus","1,2 chips",11.5,11.0,11.5,2007,11.5
4196,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2006,11.9
6575,8,2,4.0,1.0,Intel Xeon E5320,1866,"Quad Core, 1.86 GHz","1,2 chips",14.2,12.9,14.2,2007,7.1
4051,4,1,4.0,1.0,Intel Xeon E5320,1860,"1.86 GHz, 2x4 MB L2 shared, 1066 MHz system bus","1,2 chips",11.9,11.4,11.9,2006,11.9
3572,8,2,4.0,1.0,Intel Xeon E5345,2333,1333 MHz system bus,"1, 2 chips",15.8,15.1,15.8,2007,7.9
6577,8,2,4.0,1.0,Intel Xeon E5345,2333,"Quad Core, 2.33 GHz","1,2 chips",17.5,15.9,17.5,2007,8.75
7486,8,2,4.0,1.0,Intel Xeon E5345,2333,"2.33 GHz, 2x4 MB L2 shared, 1333 MHz bus","1,2 chips",16.9,15.4,16.9,2007,8.45
6133,8,2,4.0,1.0,Intel Xeon E5345,2333,1333MHz system bus,"1,2 chips",17.9,15.2,17.9,2007,8.95
5363,8,2,4.0,1.0,Intel Xeon E5345,2333,1333MHz system bus,"1,2 chips",16.9,15.3,16.9,2007,8.45
7535,8,2,4.0,1.0,Intel Xeon E5345,2333,"2.33 GHz, 2x4 MB L2 shared, 1333 MHz bus","1,2 chips",17.1,15.5,17.1,2007,8.55
438,1,1,4.0,1.0,Intel Xeon E5345,2330,"2.33 GHz, 8MB L2, 1333MHz bus",1 to 2 chips,14.5,13.9,14.5,2007,14.5
7504,8,2,4.0,1.0,Intel Xeon E5345,2333,"2.33 GHz, 2x4 MB L2 shared, 1333 MHz bus","1,2 chips",17.3,15.8,17.3,2007,8.65
