,# Cores,# Chips,# Cores Per Chip,# Threads Per Core,Processor ,Processor MHz,Processor Characteristics,CPU(s) Orderable,Result,Baseline,perf,hw_avail_year,perf_per_chip
3707,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",67.8,65.2,67.8,2016,33.9
7093,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.8,66.1,68.8,2016,34.4
7282,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.7,65.3,68.7,2016,34.35
6971,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.7,66.0,68.7,2016,34.35
7379,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",69.2,66.0,69.2,2016,34.6
7400,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.1,65.5,68.1,2016,34.05
2821,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.3,65.4,68.3,2016,34.15
7923,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.7,66.0,68.7,2016,34.35
2607,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.3,65.6,68.3,2016,34.15
1376,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",66.8,64.4,66.8,2016,33.4
8127,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",64.6,61.3,64.6,2016,32.3
5315,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.1,65.3,68.1,2016,34.05
1535,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",64.7,60.1,64.7,2016,32.35
5262,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.1,65.3,68.1,2016,34.05
2585,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.3,65.6,68.3,2016,34.15
5205,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.1,65.3,68.1,2016,34.05
8615,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.5,65.7,68.5,2016,34.25
5151,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.2,65.4,68.2,2016,34.1
7900,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.7,66.0,68.7,2016,34.35
5084,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.3,65.6,68.3,2016,34.15
1534,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",67.3,64.1,67.3,2016,33.65
4983,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",68.3,65.5,68.3,2016,34.15
2414,28,2,14.0,2.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",67.7,64.7,67.7,2016,33.85
8506,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",67.5,64.5,67.5,2016,33.75
5083,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chip",69.5,66.3,69.5,2016,34.75
1000,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1,2 chips",68.1,65.7,68.1,2016,34.05
3782,28,2,14.0,1.0,Intel Xeon E5-2680 v4,2400,Intel Turbo Boost Technology up to 3.30 GHz,"1, 2 chips",68.1,65.2,68.1,2016,34.05
247,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",57.3,53.1,57.3,2012,28.65
212,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",57.8,53.6,57.8,2012,28.9
263,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chip,57.4,53.2,57.4,2013,28.7
2732,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.8,56.0,60.8,2012,30.4
268,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.6,55.2,59.6,2013,29.8
5577,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.7,55.0,59.7,2012,29.85
6060,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.4,55.2,59.4,2012,29.7
141,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.3,55.2,59.3,2012,29.65
5688,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.5,55.2,59.5,2013,29.75
7791,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.8,55.0,59.8,2012,29.9
4116,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.8,55.2,59.8,2012,29.9
8074,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chips,58.5,54.3,58.5,2012,29.25
4041,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",57.0,52.7,57.0,2012,28.5
8338,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chip,56.8,52.4,56.8,2012,28.4
8340,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",58.9,54.7,58.9,2013,29.45
5933,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.6,55.4,59.6,2012,29.8
3152,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.5,56.3,60.5,2012,30.25
8087,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,1 or 2 chips,60.1,55.2,60.1,2012,30.05
8661,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",58.6,54.4,58.6,2012,29.3
75,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.0,54.8,59.0,2012,29.5
509,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",58.8,54.7,58.8,2012,29.4
1894,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",58.8,54.7,58.8,2012,29.4
4809,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",59.7,55.0,59.7,2012,29.85
2868,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chips,60.4,55.7,60.4,2012,30.2
2768,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chips,60.4,55.7,60.4,2012,30.2
2974,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.7,55.8,60.7,2012,30.35
7803,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.8,55.0,59.8,2012,29.9
259,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chip,57.4,53.2,57.4,2013,28.7
6226,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.4,55.1,59.4,2012,29.7
748,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",59.2,54.9,59.2,2012,29.6
4948,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",57.7,52.6,57.7,2012,28.85
136,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",58.4,54.4,58.4,2012,29.2
142,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",58.4,54.4,58.4,2012,29.2
1990,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",59.1,54.9,59.1,2012,29.55
4398,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.1,55.2,60.1,2012,30.05
2546,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.3,55.5,60.3,2012,30.15
4368,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",57.2,54.0,57.2,2012,28.6
4367,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.5,55.2,59.5,2012,29.75
8600,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",58.8,54.6,58.8,2012,29.4
4786,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.5,54.5,59.5,2013,29.75
237,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",56.8,52.5,56.8,2012,28.4
8086,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,1 or 2 chips,58.5,54.3,58.5,2012,29.25
612,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",59.1,54.9,59.1,2012,29.55
133,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.0,54.8,59.0,2012,29.5
3424,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.7,55.8,60.7,2012,30.35
8493,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.2,54.5,59.2,2012,29.6
3185,16,2,8.0,1.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",60.7,55.8,60.7,2012,30.35
2387,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chip",59.2,54.9,59.2,2012,29.6
8573,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.7,55.4,59.7,2012,29.85
8534,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",58.4,54.2,58.4,2011,29.2
154,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1,2 chips",59.2,55.0,59.2,2012,29.6
3546,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1, 2 chips",59.7,55.3,59.7,2012,29.85
8536,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,2 chip,57.9,52.5,57.9,2012,28.95
3621,16,2,8.0,2.0,Intel Xeon E5-2690,2900,Intel Turbo Boost Technology up to 3.80 GHz,"1, 2 chips",59.7,55.3,59.7,2012,29.85
3439,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.9,57.5,61.9,2013,30.95
819,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",58.1,54.5,58.1,2013,29.05
6927,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.3,57.7,62.3,2013,31.15
2747,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.8,57.6,61.8,2013,30.9
3620,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",60.8,56.8,60.8,2013,30.4
3200,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.9,57.5,61.9,2013,30.95
2386,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.1,57.9,62.1,2013,31.05
5112,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.7,57.6,62.7,2013,31.35
4370,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.0,57.4,62.0,2013,31.0
7839,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.0,57.5,62.0,2013,31.0
4872,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",57.3,57.3,57.3,2013,28.65
6225,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.1,57.7,62.1,2013,31.05
4605,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.7,58.1,62.7,2013,31.35
6923,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.4,57.8,62.4,2013,31.2
2989,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.3,57.1,61.3,2013,30.65
4622,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.6,58.1,62.6,2013,31.3
2783,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.1,57.8,62.1,2013,31.05
6247,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.4,57.9,62.4,2013,31.2
4117,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.2,57.5,62.2,2013,31.1
8621,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.4,57.4,61.4,2013,30.7
4042,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.6,57.2,61.6,2013,30.8
3545,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",60.8,56.8,60.8,2013,30.4
7820,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.0,57.5,62.0,2013,31.0
972,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",58.1,54.7,58.1,2013,29.05
5595,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.7,57.5,61.7,2013,30.85
3167,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.8,57.6,61.8,2013,30.9
7593,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",61.8,57.4,61.8,2013,30.9
4534,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.7,57.8,62.7,2013,31.35
5009,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.8,58.1,62.8,2013,31.4
8068,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,2 chips,61.0,56.8,61.0,2013,30.5
6059,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chips",62.3,57.7,62.3,2013,31.15
3899,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.4,57.8,62.4,2013,31.2
1893,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",57.7,54.5,57.7,2013,28.85
3604,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",61.2,57.1,61.2,2014,30.6
5035,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",63.0,57.4,63.0,2013,31.5
4515,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.8,57.3,61.8,2013,30.9
3642,20,2,10.0,2.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1, 2 chips",61.2,57.1,61.2,2014,30.6
4396,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",61.9,57.3,61.9,2013,30.95
1989,20,2,10.0,1.0,Intel Xeon E5-2690 v2,3000,Intel Turbo Boost Technology up to 3.60 GHz,"1,2 chip",62.1,57.9,62.1,2013,31.05
4987,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",61.2,57.5,61.2,2014,30.6
4986,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",66.1,63.8,66.1,2014,33.05
7125,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",64.7,61.9,64.7,2014,32.35
3643,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1, 2 chips",64.2,60.4,64.2,2014,32.1
1106,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.0,62.6,65.0,2014,32.5
3017,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.4,62.0,65.4,2015,32.7
7857,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.5,62.8,65.5,2015,32.75
2848,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.2,62.6,65.2,2014,32.6
8327,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.8,63.3,65.8,2014,32.9
3059,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.4,62.7,65.4,2014,32.7
4449,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",62.9,59.2,62.9,2014,31.45
2803,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.2,62.6,65.2,2014,32.6
4448,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.5,62.7,65.5,2014,32.75
4572,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.0,62.4,65.0,2014,32.5
2485,12,1,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,1 chip,64.3,62.2,64.3,2015,64.3
4314,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",66.2,63.6,66.2,2014,33.1
5088,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.2,62.5,65.2,2014,32.6
7067,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.1,62.8,65.1,2015,32.55
7423,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",64.7,61.6,64.7,2014,32.35
2039,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",64.7,61.3,64.7,2014,32.35
3560,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1, 2 chips",64.2,60.4,64.2,2014,32.1
1003,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.1,62.7,65.1,2014,32.55
7869,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",66.2,63.6,66.2,2015,33.1
5208,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.8,63.2,65.8,2014,32.9
7880,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.5,62.8,65.5,2015,32.75
7307,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",64.5,61.5,64.5,2014,32.25
3605,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1, 2 chips",64.2,60.4,64.2,2014,32.1
2567,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.4,62.8,65.4,2014,32.7
35,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",66.5,63.5,66.5,2014,33.25
4021,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.4,62.7,65.4,2014,32.7
5318,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.0,62.3,65.0,2014,32.5
3918,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.3,62.7,65.3,2014,32.65
4674,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",62.9,59.2,62.9,2014,31.45
8569,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",64.8,62.5,64.8,2014,32.4
4727,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",66.0,63.6,66.0,2014,33.0
4850,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.9,63.4,65.9,2014,32.95
5265,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.0,62.3,65.0,2014,32.5
7604,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",66.0,63.4,66.0,2015,33.0
4086,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",64.4,61.5,64.4,2014,32.2
4673,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.5,62.7,65.5,2014,32.75
6997,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",64.6,62.0,64.6,2014,32.3
7181,24,2,12.0,2.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",64.3,61.9,64.3,2014,32.15
7353,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chip",65.3,62.1,65.3,2014,32.65
851,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",65.2,62.5,65.2,2014,32.6
7599,24,2,12.0,1.0,Intel Xeon E5-2690 v3,2600,Intel Turbo Boost Technology up to 3.50 GHz,"1,2 chips",63.5,61.6,63.5,2015,31.75
