,id,name,number,URL,socket,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Use Conditions,Total Cores,Total Threads,Max Turbo Frequency,Turbo Boost Max Technology 3.0 Frequency,Turbo Boost Technology 2.0 Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Thermal Velocity Boost Frequency,Configurable TDP-up Base Frequency,Configurable TDP-up,Deep Learning Boost ( DL Boost) on CPU,# of QPI Links,Scenario Design Power (SDP),# of Performance-cores,# of Efficient-cores,# of Low Power Efficient-cores,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Low Power Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Low Power Efficient-core Base Frequency,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,AI Software Frameworks Supported by CPU,Marketing Status,Launch Date,Embedded Options Available,Use Conditions.1,Datasheet,Servicing Status,End of Servicing Updates Date,Description,Included Items,Expected Discontinuance,Product Brief,Additional Information,Functional Safety (FuSa) Documentation Available,Product Tuning (Embedded Uses),Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported,Physical Address Extensions,GPU Name,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Execution Units,4K Support,Max Resolution (HDMI),Max Resolution (DP),Max Resolution (eDP - Integrated Flat Panel),DirectX* Support,OpenGL* Support,OpenCL* Support,Quick Sync Video,InTru 3D Technology,Clear Video HD Technology,Clear Video Technology,# of Displays Supported,Device ID,Graphics Output,Multi-Format Codec Engines,Flexible Display Interface ( FDI),Max Resolution (VGA),Macrovision* License Required,Xe-cores,Ray Tracing,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Deep Learning Boost ( DL Boost) on GPU,AI Software Frameworks Supported by GPU,Scalability,PCI Express Revision,PCI Express Configurations,Max # of PCI Express Lanes,Thunderbolt 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Support,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Thermal Velocity Boost Temperature,TCASE,Processing Die Size,# of Processing Die Transistors,Max Operating Temperature,Minimum Operating Temperature,Gaussian & Neural Accelerator,Deep Learning Boost ( DL Boost) on CPU.1,Optane Memory Supported,Thermal Velocity Boost,Turbo Boost Max Technology 3.0,Turbo Boost Technology,Hyper-Threading Technology,64,Instruction Set,Instruction Set Extensions,Idle States,Enhanced SpeedStep Technology,Thermal Monitoring Technologies,Identity Protection Technology,Image Processing Unit,Smart Sound Technology,Wake on Voice,High Definition Audio,Adaptix Technology,Speed Shift Technology,Flex Memory Access,Volume Management Device (VMD),MIPI SoundWire*,Demand Based Switching,Smart Response Technology,Transactional Synchronization Extensions,Fast Memory Access,My WiFi Technology,4G WiMAX Wireless Technology,Virtualization Technology (VT-x),Virtualization Technology for Directed I/O (VT-d),VT-x with Extended Page Tables (EPT),ME Firmware Version,HD Audio Technology,Matrix Storage Technology,Rapid Storage Technology,Smart Connect Technology,Time Coordinated Computing ( TCC),# of AVX-512 FMA Units,Thread Director,vPro Eligibility,AES New Instructions,Secure Key,Software Guard Extensions ( SGX),OS Guard,Trusted Execution Technology,Execute Disable Bit,Boot Guard,Stable IT Platform Program (SIPP),Virtualization Technology (VT-x).1,Virtualization Technology for Directed I/O (VT-d).1,VT-x with Extended Page Tables (EPT).1,Control-Flow Enforcement Technology,Mode-based Execute Control (MBEC),Total Memory Encryption,Memory Protection Extensions ( MPX),Anti-Theft Technology,Threat Detection Technology (TDT),Active Management Technology (AMT),Standard Manageability (ISM),Remote Platform Erase (RPE),One-Click Recovery,Hardware Shield Eligibility,Total Memory Encryption - Multi Key,Virtualization Technology with Redirect Protection (VT-rp),Physical Core Count,Processor Base Frequency.1,Cache.1,Bus Speed.1,FSB Parity,TDP.1,VID Voltage Range,Scenario Design Power (SDP).1,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,NPU Name,Max Frequency,Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Launch Year,Launch Year Month,TDP per Core,performance_id
286,E7-8870V4,Xeon Processor E7-8870 v4,number,https://ark.intel.com/content/www/us/en/ark/products/93801/intel-xeon-processor-e7-8870-v4-50m-cache-2-10-ghz.html,FCLGA2011,Xeon Processor E7 v4 Family,Products formerly Broadwell,Server,,14,,20.0,40.0,3.0,,3000000000.0,2.1,52428800,9.6,140.0,,,,,,,3.0,,,,,,,,,,,,,,,Discontinued,2016-04-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,3298534883328.0,DDR4-1333/1600/1866 DDR3-1066/1333/1600,4.0,91268055040.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,3,"x4, x8, x16",32.0,,,,,,8.0,,,"['45mm', '52.5mm']",,76,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016-04,7.0,70
287,E5-2670V2,Xeon Processor E5-2670 v2,number,https://ark.intel.com/content/www/us/en/ark/products/75275/intel-xeon-processor-e5-2670-v2-25m-cache-2-50-ghz.html,FCLGA2011,Xeon Processor E5 v2 Family,Products formerly Ivy Bridge EP,Server,,22,,10.0,20.0,3.3,,3300000000.0,2.5,25 MB Smart Cache,8 GT/s,115.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2013-07-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,,,,,,824633720832.0,DDR3 800/1066/1333/1600/1866,4.0,64102386892.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '45mm']",,82,,,,,,,,,,2,True,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2013-07,11.5,70
288,E7-8860V4,Xeon Processor E7-8860 v4,number,https://ark.intel.com/content/www/us/en/ark/products/93793/intel-xeon-processor-e7-8860-v4-45m-cache-2-20-ghz.html,FCLGA2011,Xeon Processor E7 v4 Family,Products formerly Broadwell,Server,,14,,18.0,36.0,3.2,,3200000000.0,2.2,47185920,9.6,140.0,,,,,,,3.0,,,,,,,,,,,,,,,Discontinued,2016-04-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,3298534883328.0,DDR4-1333/1600/1866 DDR3-1066/1333/1600,4.0,91268055040.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,3,"x4, x8, x16",32.0,,,,,,8.0,,,"['45mm', '52.5mm']",,75,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016-04,7.777777777777778,60
290,E7-4850V4,Xeon Processor E7-4850 v4,number,https://ark.intel.com/content/www/us/en/ark/products/93806/intel-xeon-processor-e7-4850-v4-40m-cache-2-10-ghz.html,FCLGA2011,Xeon Processor E7 v4 Family,Products formerly Broadwell,Server,,14,,16.0,32.0,2.8,,2800000000.0,2.1,41943040,8 GT/s,115.0,,,,,,,3.0,,,,,,,,,,,,,,,Discontinued,2016-04-01,False,,,End of Servicing Updates,"Thursday, June 30, 2022",,,,,,,,3298534883328.0,DDR4-1333/1600/1866 DDR3-1066/1333/1600,4.0,91268055040.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4S,3,"x4, x8, x16",32.0,,,,,,4.0,,,"['45mm', '52.5mm']",,69,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,2016-04,7.1875,50
291,3206R,Xeon Bronze 3206R Processor,number,https://ark.intel.com/content/www/us/en/ark/products/197101/intel-xeon-bronze-3206r-processor-11m-cache-1-90-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,8.0,8.0,1.9,,,1.9,11534336,,85.0,,,,,,,,,,,,,,,,,,,,,,Launched,2020-01-01,False,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2133,6.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,78,,,,,,True,,,False,False,False,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2020-01,10.625,06
292,E5-2695V3,Xeon Processor E5-2695 v3,number,https://ark.intel.com/content/www/us/en/ark/products/81057/intel-xeon-processor-e5-2695-v3-35m-cache-2-30-ghz.html,FCLGA2011,Xeon Processor E5 v3 Family,Products formerly Haswell,Server,,22,,14.0,28.0,3.3,,3300000000.0,2.3,35 MB Smart Cache,9.6,120.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2014-07-01,False,,,End of Servicing Updates,"Friday, December 31, 2021",,,,,,,,824633720832.0,DDR4 1600/1866/2133,4.0,73014444032.0,True,46-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,"x4, x8, x16",40.0,,,,,,2.0,,,"['52.5mm', '51mm']",,82.6,,,,,,,,,,2,True,True,64-bit,['AVX2'],True,True,True,False,,,,,,,False,,,True,,False,,,,,,,,,,,,,,,vPro Platform,True,True,,True,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2014-07,8.571428571428571,95
296,5218N,Xeon Gold 5218N Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193397/intel-xeon-gold-5218n-processor-22m-cache-2-30-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,16.0,32.0,3.7,,,2.3,23068672,,110.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,True,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2667,6.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,81,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-04,6.875,18
298,9460,Xeon CPU Max 9460 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232595/intel-xeon-cpu-max-9460-processor-97-5m-cache-2-20-ghz.html,FCLGA4677,Xeon CPU Max Series,Products formerly Sapphire Rapids HBM,Server,,7,,40.0,80.0,3.5,,,2.2,102236160.0,,350.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,False,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['100mm', '56.5mm']",,77,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023-01,8.75,60
299,6334,Xeon Gold 6334 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/215273/intel-xeon-gold-6334-processor-18m-cache-3-60-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,8.0,16.0,3.7,,,3.6,18874368,,165.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,False,,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-3200,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,69,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-04,20.625,34
302,5320T,Xeon Gold 5320T Processor,number,https://ark.intel.com/content/www/us/en/ark/products/215284/intel-xeon-gold-5320t-processor-30m-cache-2-30-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,20.0,40.0,3.5,,,2.3,31457280,,150.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,True,Communications Commercial Temp,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-2933,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,86,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-04,7.5,20
303,6454S,Xeon Gold 6454S Processor,number,https://ark.intel.com/content/www/us/en/ark/products/231733/intel-xeon-gold-6454s-processor-60m-cache-2-20-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,32.0,64.0,3.4,,,2.2,62914560,,270.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,71,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023-01,8.4375,54
304,6416H,Xeon Gold 6416H Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232389/intel-xeon-gold-6416h-processor-45m-cache-2-20-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,18.0,36.0,4.2,,,2.2,47185920,,165.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,False,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,82,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023-01,9.166666666666666,16
305,4310,Xeon Silver 4310 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/215277/intel-xeon-silver-4310-processor-18m-cache-2-10-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,12.0,24.0,3.3,,,2.1,18874368,,120.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-2667,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,82,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-04,10.0,10
306,6238,Xeon Gold 6238 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193949/intel-xeon-gold-6238-processor-30-25m-cache-2-10-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,22.0,44.0,3.7,,,2.1,31719424.0,,140.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,False,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2933,6.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,92,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-04,6.363636363636363,38
308,3204,Xeon Bronze 3204 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193381/intel-xeon-bronze-3204-processor-8-25m-cache-1-90-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,6.0,6.0,1.9,,,1.9,8650752.0,,85.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,False,,,Baseline Servicing,,,,,,,,,1099511627776.0,DDR4-2133,6.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,77,,,,,,True,,,False,False,False,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,1.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-04,14.166666666666666,04
309,6240L,Xeon Gold 6240L Processor,number,https://ark.intel.com/content/www/us/en/ark/products/193959/intel-xeon-gold-6240l-processor-24-75m-cache-2-60-ghz.html,FCLGA3647,2nd Gen Xeon Scalable Processors,Products formerly Cascade Lake,Server,,14,,18.0,36.0,3.9,,,2.6,25952256.0,,150.0,,,,,,,,,,,,,,,,,,,,,,Launched,2019-04-01,False,,,Baseline Servicing,,,,,,,,,4947802324992.0,DDR4-2933,6.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,85,,,,,,True,,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2019-04,8.333333333333334,40
310,8461V,Xeon Platinum 8461V Processor,number,https://ark.intel.com/content/www/us/en/ark/products/231741/intel-xeon-platinum-8461v-processor-97-5m-cache-2-20-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,48.0,96.0,3.7,,,2.2,102236160.0,,300.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4800 MT/s 1DPC Up to DDR5 4400 MT/s 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,77,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023-01,6.25,61
311,8368Q,Xeon Platinum 8368Q Processor,number,https://ark.intel.com/content/www/us/en/ark/products/212289/intel-xeon-platinum-8368q-processor-57m-cache-2-60-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,38.0,76.0,3.7,,,2.6,59768832,,270.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,False,,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-3200,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,58,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-04,7.105263157894737,68
312,6548N,Xeon Gold 6548N Processor,number,https://ark.intel.com/content/www/us/en/ark/products/237567/intel-xeon-gold-6548n-processor-60m-cache-2-80-ghz.html,FCLGA4677,5th Gen Xeon Scalable Processors,Products formerly Emerald Rapids,Server,,7,,32.0,64.0,4.099999999,,,2.8,62914560,,250.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-10-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 5200 MT/s 1DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,5,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,84,,,,,,True,,,,2,True,True,,"['AMX', 'SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2023,2023-10,7.8125,48
316,8160T,Xeon Platinum 8160T Processor,number,https://ark.intel.com/content/www/us/en/ark/products/123543/intel-xeon-platinum-8160t-processor-33m-cache-2-10-ghz.html,FCLGA3647,Xeon Scalable Processors,Products formerly Skylake,Server,,14,,24.0,48.0,3.7,,,2.1,33 MB L3 Cache,,150.0,,,,,,,,,,,,,,,,,,,,,,Launched,2017-07-01,True,Communications Commercial Temp,,ESU Notification Issued,"Sunday, December 31, 2023",,,,,,,,824633720832.0,DDR4-2666,6.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S8S,3,,48.0,,,,,,,,,"['76.0mm', '56.5mm']",,93,,,,,,,False,,False,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,True,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,vPro Platform,True,,,,True,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2017-07,6.25,60
317,3408U,Xeon Bronze 3408U Processor,number,https://ark.intel.com/content/www/us/en/ark/products/232372/intel-xeon-bronze-3408u-processor-22-5m-cache-1-80-ghz.html,FCLGA4677,4th Gen Xeon Scalable Processors,Products formerly Sapphire Rapids,Server,,7,,8.0,8.0,1.9,,,1.8,23592960.0,,125.0,,,,,,,,,,,,,,,,,,,,,,Launched,2023-01-01,True,Server/Enterprise,,Baseline Servicing,,,,,,,,,4398046511104.0,Up to DDR5 4000 MT/s 1DPC and 2DPC,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,4,,80.0,,,,,,,,,"['77.5mm', '56.5mm']",,79,,,,,,True,,,,2,,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,1.0,,,True,,Yes with SPS,True,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,2023-01,15.625,08
318,6312U,Xeon Gold 6312U Processor,number,https://ark.intel.com/content/www/us/en/ark/products/215282/intel-xeon-gold-6312u-processor-36m-cache-2-40-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,24.0,48.0,3.6,,,2.4,37748736,,185.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,True,,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-3200,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1S Only,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,80,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-04,7.708333333333333,12
319,8358,Xeon Platinum 8358 Processor,number,https://ark.intel.com/content/www/us/en/ark/products/212282/intel-xeon-platinum-8358-processor-48m-cache-2-60-ghz.html,FCLGA4189,3rd Gen Xeon Scalable Processors,Products formerly Ice Lake,Server,,10,,32.0,64.0,3.4,,,2.6,50331648,,250.0,,,,,,,,,,,,,,,,,,,,,,Launched,2021-04-01,False,,,Baseline Servicing,,,,,,,,,6597069766656.0,DDR4-3200,8.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S,4,,64.0,,,,,,,,,"['77.5mm', '56.5mm']",,81,,,,,,True,,,,2,True,True,,"['SSE4.2', 'AVX', 'AVX2', 'AVX-512']",,,,,,,,,,True,,True,,,,True,,,,,,,,,,,,,2.0,,,True,,Yes with SPS,,True,True,,,True,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2021-04,7.8125,58
321,E5-2603,Xeon Processor E5-2603,number,https://ark.intel.com/content/www/us/en/ark/products/64592/intel-xeon-processor-e5-2603-10m-cache-1-80-ghz-6-40-gt-s-intel-qpi.html,FCLGA2011,Xeon Processor E5 Family,Products formerly Sandy Bridge EP,Server,,32,,4.0,4.0,,,,1.8,10 MB Smart Cache,6.4,80.0,,,,,,,2.0,,,,,,,,,,,,,,,Discontinued,2012-01-01,False,,,End of Servicing Lifetime,"Tuesday, June 30, 2020",,,2015-04-01,,,,,412316860416.0,DDR3 800/1066,4.0,36614596198.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2S Only,3,,40.0,,,,,,2.0,,,"['52.5mm', '45.0mm']",,70,,,,,,,,,,False,False,True,64-bit,['AVX'],True,True,True,False,,,,,,,False,,,True,,,,,,,,,,,,,,,,,vPro Platform,True,,,,True,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2012-01,20.0,03
